grade,sub_grade,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,safe_loans
C,C2,1,1,RENT,19.44,debt_consolidation, 36 months,1,0,39.0,0.0,1
C,C5,1,1,RENT,15.71,home_improvement, 36 months,0,0,102.7,0.0,1
B,B5,0,11,RENT,28.76,debt_consolidation, 36 months,1,1,55.1,0.0,1
A,A3,0,11,MORTGAGE,18.3,credit_card, 36 months,0,0,47.0,0.0,1
B,B3,0,6,RENT,27.49,debt_consolidation, 36 months,1,1,38.0,0.0,1
D,D5,0,5,MORTGAGE,17.76,home_improvement, 36 months,0,0,47.5,0.0,1
C,C4,0,11,MORTGAGE,17.52,debt_consolidation, 36 months,0,0,31.4,0.0,1
A,A3,0,11,MORTGAGE,13.17,major_purchase, 36 months,1,1,21.7,0.0,1
E,E4,0,3,RENT,6.25,other, 36 months,0,0,29.0,0.0,1
C,C3,0,11,MORTGAGE,14.11,debt_consolidation, 60 months,1,1,57.3,0.0,1
C,C2,0,4,RENT,21.83,debt_consolidation, 36 months,0,1,69.0,0.0,1
B,B3,0,5,MORTGAGE,9.07,debt_consolidation, 36 months,0,0,38.9,0.0,1
D,D5,0,11,RENT,29.73,debt_consolidation, 36 months,0,1,69.3,0.0,1
C,C5,0,5,MORTGAGE,29.4,credit_card, 36 months,0,1,61.4,0.0,1
B,B1,0,11,OWN,21.24,debt_consolidation, 36 months,1,1,42.6,0.0,1
D,D1,1,1,RENT,18.51,other, 36 months,1,1,65.9,0.0,1
D,D5,0,11,RENT,11.81,debt_consolidation, 60 months,1,0,77.0,0.0,1
A,A3,0,11,RENT,5.98,debt_consolidation, 36 months,1,1,8.3,0.0,1
C,C3,0,3,RENT,25.15,credit_card, 60 months,1,1,62.0,0.0,1
C,C1,0,11,MORTGAGE,20.73,debt_consolidation, 36 months,0,0,79.4,0.0,1
A,A2,0,2,RENT,12.78,debt_consolidation, 36 months,0,0,40.3,0.0,1
C,C1,1,1,MORTGAGE,10.82,debt_consolidation, 60 months,0,0,34.5,0.0,1
B,B5,0,3,RENT,19.82,credit_card, 36 months,0,0,72.0,0.0,1
B,B1,0,11,MORTGAGE,18.82,debt_consolidation, 36 months,0,0,76.1,0.0,1
B,B4,0,8,MORTGAGE,18.38,other, 36 months,1,1,73.4,0.0,1
B,B1,0,9,MORTGAGE,17.24,credit_card, 36 months,1,1,60.4,0.0,1
C,C3,0,2,RENT,25.34,credit_card, 60 months,0,1,65.7,0.0,1
A,A2,0,11,MORTGAGE,20.1,credit_card, 36 months,1,1,32.0,0.0,1
C,C5,0,11,MORTGAGE,20.51,credit_card, 36 months,0,1,65.2,0.0,1
B,B2,0,4,MORTGAGE,25.49,debt_consolidation, 36 months,1,1,4.4,0.0,1
C,C5,0,3,RENT,27.9,debt_consolidation, 60 months,1,1,65.1,0.0,1
C,C4,0,3,RENT,14.32,debt_consolidation, 36 months,0,0,79.7,0.0,1
E,E4,0,3,RENT,27.37,debt_consolidation, 60 months,0,1,86.0,0.0,1
B,B4,1,1,RENT,14.9,debt_consolidation, 36 months,1,1,53.7,0.0,1
B,B4,1,0,MORTGAGE,28.46,credit_card, 36 months,1,1,29.0,0.0,1
C,C2,0,4,MORTGAGE,8.35,debt_consolidation, 36 months,1,0,67.0,0.0,1
B,B3,0,9,MORTGAGE,16.47,debt_consolidation, 36 months,0,1,37.3,0.0,1
C,C3,0,11,MORTGAGE,24.07,debt_consolidation, 36 months,0,0,66.1,0.0,1
B,B3,0,11,MORTGAGE,10.11,debt_consolidation, 36 months,0,1,21.9,0.0,1
D,D4,0,8,RENT,21.57,debt_consolidation, 36 months,1,1,60.2,0.0,1
C,C1,1,1,MORTGAGE,18.54,debt_consolidation, 36 months,1,1,68.0,0.0,1
C,C3,0,4,MORTGAGE,23.21,home_improvement, 36 months,1,1,71.1,0.0,1
C,C2,0,2,MORTGAGE,14.64,debt_consolidation, 36 months,0,0,86.3,0.0,1
B,B3,0,11,RENT,26.14,debt_consolidation, 36 months,0,1,50.9,0.0,1
E,E1,0,9,MORTGAGE,12.5,home_improvement, 36 months,1,1,89.0,0.0,1
A,A5,0,5,MORTGAGE,18.8,debt_consolidation, 36 months,1,1,8.7,0.0,1
C,C3,0,3,RENT,15.19,debt_consolidation, 36 months,0,1,77.4,0.0,1
B,B3,0,11,RENT,18.45,credit_card, 36 months,1,1,41.7,0.0,1
D,D2,0,4,RENT,16.02,credit_card, 36 months,1,1,92.1,0.0,1
C,C3,0,11,MORTGAGE,21.6,debt_consolidation, 36 months,1,1,73.0,0.0,1
C,C2,0,3,RENT,12.01,debt_consolidation, 60 months,1,1,45.6,0.0,1
C,C4,1,1,RENT,6.12,debt_consolidation, 36 months,0,0,69.1,0.0,1
B,B1,1,1,RENT,13.89,debt_consolidation, 36 months,0,0,65.6,0.0,1
C,C3,0,2,OWN,25.56,debt_consolidation, 36 months,1,1,68.6,0.0,1
D,D1,0,3,MORTGAGE,24.1,medical, 60 months,1,1,25.7,0.0,1
D,D1,0,11,OWN,14.71,debt_consolidation, 60 months,0,0,86.8,0.0,1
G,G4,0,9,RENT,14.07,debt_consolidation, 60 months,1,1,63.7,0.0,1
C,C2,0,11,MORTGAGE,29.68,credit_card, 36 months,0,1,49.4,0.0,1
D,D2,0,11,OWN,12.12,debt_consolidation, 60 months,1,1,66.3,0.0,1
B,B4,0,11,MORTGAGE,23.57,debt_consolidation, 36 months,1,1,46.7,0.0,1
B,B5,0,4,RENT,19.2,debt_consolidation, 36 months,1,1,97.6,0.0,1
E,E2,0,11,RENT,8.96,debt_consolidation, 36 months,1,1,32.5,0.0,1
A,A5,0,11,MORTGAGE,13.86,credit_card, 36 months,0,1,84.1,0.0,1
B,B4,0,4,RENT,17.31,credit_card, 36 months,1,1,51.0,0.0,1
C,C3,0,9,RENT,15.31,credit_card, 60 months,1,1,40.7,0.0,1
A,A4,0,2,MORTGAGE,15.46,credit_card, 36 months,1,1,88.3,0.0,1
C,C1,0,11,RENT,21.87,debt_consolidation, 36 months,0,0,81.8,0.0,1
B,B3,1,1,MORTGAGE,11.5,debt_consolidation, 36 months,1,1,64.2,0.0,1
A,A4,0,8,MORTGAGE,10.08,debt_consolidation, 36 months,1,1,24.6,0.0,1
A,A5,0,3,RENT,11.29,credit_card, 36 months,0,1,73.4,0.0,1
C,C1,0,10,OWN,20.34,debt_consolidation, 36 months,1,1,68.1,0.0,1
E,E2,1,1,MORTGAGE,23.68,debt_consolidation, 60 months,1,1,69.1,0.0,1
E,E5,0,6,OWN,16.16,other, 60 months,1,1,45.7,0.0,1
D,D2,0,11,OWN,17.18,credit_card, 36 months,0,1,50.8,0.0,1
D,D2,0,9,MORTGAGE,13.56,debt_consolidation, 60 months,1,1,79.0,0.0,1
A,A5,1,1,RENT,12.2,debt_consolidation, 36 months,1,1,87.9,0.0,1
C,C1,0,11,MORTGAGE,22.39,credit_card, 36 months,0,0,88.6,0.0,1
E,E3,0,4,MORTGAGE,13.23,debt_consolidation, 60 months,0,0,30.9,0.0,1
D,D5,0,2,MORTGAGE,13.08,other, 60 months,0,0,59.5,0.0,1
B,B2,0,4,RENT,8.64,debt_consolidation, 36 months,1,1,9.6,0.0,1
B,B4,0,10,MORTGAGE,26.38,debt_consolidation, 36 months,1,1,56.0,0.0,1
E,E4,1,0,OWN,26.23,home_improvement, 36 months,0,0,24.8,0.0,1
D,D3,0,11,MORTGAGE,15.16,debt_consolidation, 36 months,1,1,98.7,0.0,1
E,E1,0,6,MORTGAGE,11.41,debt_consolidation, 60 months,1,0,62.0,0.0,1
D,D1,0,8,MORTGAGE,31.41,debt_consolidation, 36 months,0,0,39.9,0.0,1
C,C5,1,1,OWN,12.75,credit_card, 36 months,1,1,94.5,0.0,1
C,C3,0,11,MORTGAGE,5.59,debt_consolidation, 36 months,0,0,96.4,0.0,1
D,D1,0,4,RENT,21.49,debt_consolidation, 36 months,1,1,69.6,0.0,1
B,B3,0,8,RENT,18.79,credit_card, 36 months,0,1,82.6,0.0,1
C,C4,0,11,MORTGAGE,15.7,vacation, 36 months,1,1,64.5,0.0,1
E,E3,0,11,MORTGAGE,13.2,debt_consolidation, 36 months,0,0,80.3,0.0,1
E,E4,0,4,MORTGAGE,14.84,home_improvement, 60 months,1,1,49.1,0.0,1
A,A4,1,0,MORTGAGE,11.23,credit_card, 36 months,1,1,16.6,0.0,1
E,E5,0,11,MORTGAGE,17.39,debt_consolidation, 36 months,0,1,87.2,0.0,1
B,B3,0,6,MORTGAGE,4.94,credit_card, 36 months,0,0,63.2,0.0,1
A,A3,0,2,MORTGAGE,25.34,credit_card, 36 months,0,1,70.8,0.0,1
A,A4,0,11,MORTGAGE,10.17,debt_consolidation, 36 months,0,0,78.8,0.0,1
C,C2,0,6,MORTGAGE,8.02,debt_consolidation, 60 months,0,1,41.1,0.0,1
B,B1,1,1,OWN,6.16,credit_card, 36 months,1,1,47.3,0.0,1
C,C1,0,11,MORTGAGE,20.1,debt_consolidation, 36 months,0,0,34.2,0.0,1
E,E1,0,8,RENT,14.76,debt_consolidation, 60 months,0,1,54.8,0.0,1
C,C3,0,11,MORTGAGE,9.42,credit_card, 60 months,0,0,60.9,0.0,1
E,E1,0,11,RENT,21.69,credit_card, 36 months,0,0,72.0,0.0,1
B,B5,0,5,OWN,20.32,debt_consolidation, 36 months,1,1,101.9,0.0,1
C,C4,0,10,MORTGAGE,26.25,debt_consolidation, 60 months,0,0,74.4,0.0,1
B,B4,0,11,RENT,16.57,credit_card, 36 months,1,0,82.0,0.0,1
C,C3,0,5,MORTGAGE,20.61,other, 36 months,1,1,36.0,0.0,1
B,B3,1,1,MORTGAGE,21.76,other, 36 months,0,0,34.8,0.0,1
C,C2,0,6,MORTGAGE,19.78,debt_consolidation, 36 months,0,1,36.4,0.0,1
C,C5,1,0,OWN,19.28,car, 36 months,1,1,50.9,0.0,1
C,C3,1,0,MORTGAGE,6.81,debt_consolidation, 36 months,1,1,80.3,0.0,1
B,B5,0,7,OWN,30.9,credit_card, 36 months,0,1,64.1,0.0,1
D,D5,1,0,MORTGAGE,24.69,debt_consolidation, 36 months,0,0,75.2,0.0,1
C,C2,0,11,RENT,3.13,major_purchase, 36 months,0,0,28.9,0.0,1
D,D3,0,9,MORTGAGE,29.05,credit_card, 60 months,1,1,61.2,0.0,1
D,D1,0,8,MORTGAGE,13.37,debt_consolidation, 60 months,0,0,64.1,0.0,1
D,D2,0,3,MORTGAGE,27.74,debt_consolidation, 36 months,0,0,54.8,0.0,1
C,C4,0,11,MORTGAGE,13.78,debt_consolidation, 36 months,0,0,62.4,0.0,1
D,D1,0,11,RENT,9.35,credit_card, 36 months,0,1,30.5,0.0,1
D,D1,0,9,RENT,20.26,credit_card, 60 months,1,1,34.4,0.0,1
B,B3,0,10,RENT,25.56,debt_consolidation, 36 months,1,1,60.8,0.0,1
D,D1,0,7,RENT,27.14,debt_consolidation, 36 months,0,0,18.4,0.0,1
C,C2,0,4,MORTGAGE,23.25,debt_consolidation, 36 months,0,1,47.2,0.0,1
C,C2,1,1,RENT,6.85,debt_consolidation, 36 months,1,1,74.6,0.0,1
D,D2,0,11,MORTGAGE,10.17,debt_consolidation, 60 months,1,1,62.3,0.0,1
B,B1,0,11,MORTGAGE,8.59,debt_consolidation, 36 months,1,1,32.9,0.0,1
C,C4,0,8,RENT,14.07,car, 36 months,0,0,28.4,0.0,1
B,B4,0,6,MORTGAGE,9.38,credit_card, 36 months,0,0,51.1,0.0,1
D,D3,0,11,RENT,15.59,debt_consolidation, 60 months,0,0,48.4,0.0,1
A,A3,0,5,OWN,13.4,debt_consolidation, 36 months,1,1,15.7,0.0,1
C,C4,0,9,MORTGAGE,14.35,debt_consolidation, 36 months,1,1,76.5,0.0,1
E,E1,0,11,RENT,19.27,debt_consolidation, 60 months,0,1,32.3,0.0,1
C,C5,0,8,MORTGAGE,23.97,debt_consolidation, 36 months,0,0,74.0,0.0,1
B,B1,1,1,RENT,17.74,credit_card, 36 months,1,1,58.9,0.0,1
D,D1,0,4,RENT,1.09,debt_consolidation, 36 months,0,0,15.8,0.0,1
C,C1,0,11,MORTGAGE,17.54,debt_consolidation, 36 months,0,0,83.3,0.0,1
B,B3,0,3,RENT,7.53,credit_card, 36 months,1,1,15.9,0.0,1
A,A5,0,3,MORTGAGE,15.37,debt_consolidation, 36 months,0,1,44.7,0.0,1
B,B3,0,2,MORTGAGE,5.2,debt_consolidation, 36 months,0,0,74.0,0.0,1
D,D5,0,11,MORTGAGE,2.61,home_improvement, 60 months,1,1,74.7,0.0,1
C,C5,0,8,RENT,17.0,debt_consolidation, 36 months,0,0,52.8,0.0,1
A,A4,1,0,MORTGAGE,3.06,credit_card, 36 months,1,1,22.9,0.0,1
B,B5,0,11,MORTGAGE,13.61,credit_card, 36 months,1,1,45.5,0.0,1
A,A5,0,8,MORTGAGE,33.16,credit_card, 36 months,1,1,31.7,0.0,1
A,A5,0,7,OWN,17.52,credit_card, 36 months,0,0,16.4,0.0,1
A,A4,1,1,MORTGAGE,21.28,debt_consolidation, 36 months,0,0,55.2,0.0,1
C,C1,0,2,RENT,12.16,debt_consolidation, 36 months,0,1,34.8,0.0,1
D,D1,0,4,RENT,13.41,small_business, 36 months,0,0,94.4,0.0,1
C,C3,0,11,MORTGAGE,22.32,debt_consolidation, 60 months,1,1,18.4,0.0,1
D,D2,0,11,MORTGAGE,28.37,debt_consolidation, 60 months,1,1,50.5,0.0,1
B,B5,1,1,MORTGAGE,17.53,debt_consolidation, 36 months,0,0,79.7,0.0,1
C,C2,0,11,MORTGAGE,28.3,debt_consolidation, 36 months,0,1,76.5,0.0,1
C,C5,0,3,RENT,27.7,other, 36 months,1,1,73.3,0.0,1
C,C1,0,11,MORTGAGE,14.85,credit_card, 60 months,0,1,35.9,0.0,1
B,B4,0,3,OWN,7.59,home_improvement, 36 months,1,1,26.7,0.0,1
D,D3,0,3,MORTGAGE,18.86,credit_card, 60 months,1,1,53.0,0.0,1
D,D4,0,11,RENT,10.07,credit_card, 60 months,0,0,76.5,0.0,1
B,B3,0,2,RENT,25.95,debt_consolidation, 36 months,0,1,39.3,0.0,1
D,D1,0,3,MORTGAGE,24.6,medical, 60 months,1,1,61.9,0.0,1
E,E3,0,5,RENT,1.83,debt_consolidation, 36 months,1,1,93.3,0.0,1
B,B3,0,9,OWN,16.39,debt_consolidation, 36 months,1,1,71.5,0.0,1
A,A5,0,5,RENT,12.54,debt_consolidation, 36 months,0,1,16.5,0.0,1
A,A5,0,3,MORTGAGE,5.48,debt_consolidation, 36 months,1,1,67.8,0.0,1
D,D3,0,3,RENT,12.82,credit_card, 36 months,1,1,32.7,0.0,1
B,B5,0,6,MORTGAGE,23.53,debt_consolidation, 36 months,1,1,57.9,0.0,1
C,C1,0,11,RENT,22.86,credit_card, 36 months,1,1,80.3,0.0,1
A,A3,0,6,MORTGAGE,6.89,credit_card, 36 months,1,1,40.7,0.0,1
A,A2,0,3,MORTGAGE,20.21,credit_card, 36 months,1,1,42.1,0.0,1
D,D5,0,11,MORTGAGE,12.29,home_improvement, 60 months,0,1,68.4,0.0,1
D,D2,0,11,RENT,19.86,debt_consolidation, 36 months,1,1,64.1,0.0,1
A,A4,0,11,MORTGAGE,25.01,debt_consolidation, 36 months,1,1,24.5,0.0,1
C,C1,0,11,RENT,26.0,debt_consolidation, 36 months,1,1,19.8,0.0,1
A,A3,0,11,MORTGAGE,9.41,debt_consolidation, 36 months,1,1,70.1,0.0,1
A,A5,0,5,MORTGAGE,8.62,credit_card, 36 months,0,1,96.8,0.0,1
B,B1,0,8,MORTGAGE,15.79,debt_consolidation, 36 months,1,1,59.7,0.0,1
D,D4,0,8,RENT,0.6,debt_consolidation, 60 months,0,0,14.0,0.0,1
B,B2,1,0,OWN,12.68,other, 36 months,1,1,42.0,0.0,1
A,A4,0,11,MORTGAGE,20.48,other, 36 months,1,1,33.7,0.0,1
B,B3,0,2,RENT,6.51,credit_card, 36 months,0,0,47.1,0.0,1
E,E3,0,4,RENT,8.18,debt_consolidation, 60 months,1,1,84.7,0.0,1
B,B1,0,11,MORTGAGE,6.93,credit_card, 36 months,1,1,21.2,0.0,1
B,B3,0,11,MORTGAGE,23.02,credit_card, 36 months,0,0,69.0,0.0,1
D,D1,0,11,MORTGAGE,14.22,debt_consolidation, 36 months,1,1,57.4,0.0,1
B,B1,0,7,MORTGAGE,13.72,debt_consolidation, 36 months,0,1,70.6,0.0,1
C,C4,0,5,MORTGAGE,3.87,home_improvement, 36 months,1,1,71.0,0.0,1
B,B4,0,8,RENT,15.8,debt_consolidation, 36 months,1,1,4.2,0.0,1
E,E4,0,11,RENT,33.07,debt_consolidation, 60 months,1,1,42.8,0.0,1
B,B3,0,11,RENT,18.13,debt_consolidation, 36 months,0,0,58.6,0.0,1
E,E3,0,11,MORTGAGE,19.66,credit_card, 60 months,1,1,69.2,0.0,1
C,C2,0,11,MORTGAGE,18.88,debt_consolidation, 60 months,1,1,81.5,0.0,1
D,D2,0,11,MORTGAGE,13.85,debt_consolidation, 36 months,0,0,41.3,0.0,1
D,D3,0,4,RENT,25.85,debt_consolidation, 60 months,0,0,52.5,0.0,1
D,D3,0,11,MORTGAGE,7.97,debt_consolidation, 60 months,1,1,102.2,0.0,1
E,E2,0,9,RENT,11.02,debt_consolidation, 60 months,1,1,91.4,0.0,1
F,F3,0,3,RENT,7.76,debt_consolidation, 60 months,0,1,98.7,0.0,1
B,B4,0,11,RENT,22.75,debt_consolidation, 36 months,0,0,46.6,0.0,1
E,E2,0,3,RENT,31.66,credit_card, 60 months,1,1,55.5,0.0,1
E,E4,0,11,OWN,11.25,debt_consolidation, 36 months,1,1,62.6,0.0,1
B,B3,0,3,RENT,20.84,credit_card, 36 months,1,1,76.0,0.0,1
D,D2,0,5,MORTGAGE,14.96,debt_consolidation, 36 months,1,1,68.8,0.0,1
A,A3,0,8,MORTGAGE,15.64,debt_consolidation, 36 months,1,1,20.7,0.0,1
B,B3,0,10,RENT,15.22,debt_consolidation, 36 months,1,1,81.0,0.0,1
B,B5,1,0,MORTGAGE,14.82,major_purchase, 60 months,0,0,49.4,0.0,1
B,B3,1,0,RENT,4.96,debt_consolidation, 36 months,1,1,63.3,0.0,1
B,B3,0,9,MORTGAGE,19.63,debt_consolidation, 36 months,1,1,77.7,0.0,1
G,G2,1,0,MORTGAGE,11.46,small_business, 60 months,1,1,41.4,0.0,1
B,B4,0,4,RENT,23.82,debt_consolidation, 36 months,1,1,28.0,0.0,1
C,C2,1,1,OWN,18.44,credit_card, 60 months,0,0,58.1,0.0,1
B,B5,1,1,OWN,27.79,debt_consolidation, 36 months,1,1,63.1,0.0,1
B,B4,0,11,MORTGAGE,21.71,credit_card, 36 months,1,1,74.1,0.0,1
B,B2,0,9,OWN,14.51,debt_consolidation, 36 months,0,1,89.3,0.0,1
C,C3,0,3,MORTGAGE,12.09,debt_consolidation, 36 months,0,0,72.0,0.0,1
D,D4,0,11,MORTGAGE,34.73,debt_consolidation, 60 months,1,1,98.7,0.0,1
B,B2,0,11,MORTGAGE,12.81,debt_consolidation, 36 months,1,1,79.2,0.0,1
C,C3,0,11,OWN,20.17,debt_consolidation, 36 months,0,0,62.6,0.0,1
A,A3,0,3,MORTGAGE,6.28,credit_card, 36 months,1,1,53.0,0.0,1
B,B1,1,0,OWN,5.15,debt_consolidation, 36 months,1,1,55.3,0.0,1
C,C3,0,11,MORTGAGE,12.63,home_improvement, 36 months,0,0,34.4,0.0,1
D,D1,0,9,RENT,14.25,other, 36 months,1,1,36.7,0.0,1
C,C5,0,11,MORTGAGE,23.97,debt_consolidation, 36 months,0,0,65.3,0.0,1
C,C4,1,1,MORTGAGE,9.38,credit_card, 60 months,1,1,37.7,0.0,1
C,C2,0,5,RENT,18.05,debt_consolidation, 36 months,0,0,68.1,0.0,1
C,C3,0,4,MORTGAGE,23.77,debt_consolidation, 60 months,1,1,57.9,0.0,1
D,D1,1,1,RENT,11.82,car, 36 months,0,0,49.8,0.0,1
D,D3,0,6,MORTGAGE,11.27,medical, 36 months,0,1,85.1,0.0,1
D,D4,1,1,MORTGAGE,1.06,small_business, 60 months,1,1,35.4,0.0,1
B,B3,1,1,MORTGAGE,8.07,home_improvement, 36 months,1,1,68.5,0.0,1
C,C2,0,3,MORTGAGE,15.56,credit_card, 36 months,0,1,75.7,0.0,1
C,C4,0,11,MORTGAGE,10.75,debt_consolidation, 36 months,0,0,73.8,0.0,1
E,E2,0,10,RENT,2.56,debt_consolidation, 60 months,1,1,17.5,0.0,1
B,B2,0,11,MORTGAGE,18.0,credit_card, 36 months,0,0,68.5,0.0,1
E,E3,0,3,MORTGAGE,7.71,other, 36 months,1,1,36.6,0.0,1
C,C1,0,3,MORTGAGE,24.34,credit_card, 36 months,0,0,72.1,0.0,1
C,C3,0,3,MORTGAGE,12.14,debt_consolidation, 60 months,1,1,38.1,0.0,1
B,B2,0,11,RENT,16.02,credit_card, 36 months,0,1,63.9,0.0,1
D,D5,0,3,RENT,12.16,debt_consolidation, 60 months,0,1,83.9,0.0,1
C,C4,0,8,MORTGAGE,11.83,debt_consolidation, 36 months,0,1,55.6,0.0,1
C,C3,0,11,OWN,16.3,major_purchase, 36 months,0,0,67.4,0.0,1
D,D4,1,1,RENT,12.09,debt_consolidation, 36 months,0,1,43.4,0.0,1
C,C5,0,11,MORTGAGE,12.87,debt_consolidation, 60 months,1,1,31.5,0.0,1
E,E2,0,10,MORTGAGE,22.54,debt_consolidation, 60 months,1,1,82.9,0.0,1
C,C2,0,11,RENT,7.06,debt_consolidation, 36 months,1,1,52.5,0.0,1
B,B2,0,11,MORTGAGE,8.28,debt_consolidation, 36 months,0,1,61.8,0.0,1
D,D2,1,0,RENT,23.11,vacation, 36 months,0,1,58.3,0.0,1
D,D1,0,11,MORTGAGE,18.12,debt_consolidation, 60 months,0,0,48.9,0.0,1
A,A5,1,1,MORTGAGE,20.75,credit_card, 36 months,1,1,51.9,0.0,1
B,B4,0,7,MORTGAGE,9.15,credit_card, 36 months,1,1,82.5,0.0,1
D,D2,1,0,RENT,32.7,debt_consolidation, 36 months,0,0,72.6,0.0,1
D,D4,0,11,MORTGAGE,3.78,home_improvement, 60 months,0,1,96.4,0.0,1
D,D2,1,1,RENT,7.69,credit_card, 60 months,1,1,97.6,0.0,1
E,E4,0,8,MORTGAGE,27.1,debt_consolidation, 60 months,0,1,66.6,0.0,1
B,B5,0,2,MORTGAGE,16.62,debt_consolidation, 60 months,0,0,51.8,0.0,1
C,C4,0,11,MORTGAGE,16.88,debt_consolidation, 36 months,1,1,54.6,0.0,1
C,C4,0,6,MORTGAGE,10.16,credit_card, 36 months,0,1,75.0,0.0,1
C,C5,0,10,MORTGAGE,16.05,other, 36 months,0,1,77.2,0.0,1
F,F1,0,2,MORTGAGE,14.47,credit_card, 60 months,1,1,88.5,0.0,1
C,C2,0,9,RENT,8.38,debt_consolidation, 36 months,1,1,68.3,0.0,1
B,B3,0,11,RENT,29.5,debt_consolidation, 36 months,0,1,33.4,0.0,1
C,C4,0,3,RENT,30.18,credit_card, 36 months,0,1,51.5,0.0,1
C,C2,0,11,MORTGAGE,17.95,debt_consolidation, 36 months,0,0,71.3,0.0,1
C,C1,0,4,MORTGAGE,3.58,home_improvement, 36 months,0,0,46.8,0.0,1
C,C3,0,3,RENT,15.71,debt_consolidation, 36 months,0,0,88.6,0.0,1
D,D3,1,1,OWN,21.22,debt_consolidation, 60 months,1,1,43.6,0.0,1
B,B1,0,5,OWN,11.48,credit_card, 36 months,0,1,29.4,0.0,1
A,A5,0,11,MORTGAGE,10.59,credit_card, 36 months,0,1,63.8,0.0,1
C,C4,0,6,OWN,31.11,credit_card, 36 months,0,1,51.5,0.0,1
A,A5,0,3,MORTGAGE,10.23,debt_consolidation, 36 months,0,1,62.5,0.0,1
D,D1,0,11,MORTGAGE,12.48,debt_consolidation, 60 months,0,1,28.1,0.0,1
D,D5,0,5,RENT,13.62,debt_consolidation, 36 months,1,1,70.6,0.0,1
A,A3,1,0,MORTGAGE,6.39,credit_card, 36 months,1,1,41.9,0.0,1
A,A3,1,0,RENT,6.97,debt_consolidation, 36 months,1,1,19.1,0.0,1
B,B3,0,11,RENT,8.51,debt_consolidation, 36 months,1,1,51.6,0.0,1
C,C2,0,5,RENT,12.82,debt_consolidation, 36 months,0,0,56.5,0.0,1
B,B5,0,11,RENT,21.52,debt_consolidation, 36 months,1,1,83.6,0.0,1
E,E1,0,4,RENT,4.2,debt_consolidation, 36 months,1,1,62.2,0.0,1
D,D2,0,11,MORTGAGE,11.56,medical, 60 months,0,0,37.2,0.0,1
D,D1,0,4,RENT,8.86,debt_consolidation, 36 months,0,0,44.7,0.0,1
D,D2,1,0,MORTGAGE,6.54,debt_consolidation, 36 months,0,0,42.4,0.0,1
D,D5,0,3,MORTGAGE,22.99,debt_consolidation, 36 months,0,1,40.8,0.0,1
C,C3,0,9,RENT,19.32,debt_consolidation, 36 months,1,1,79.1,0.0,1
D,D4,0,11,OWN,10.1,debt_consolidation, 36 months,1,1,52.9,0.0,1
B,B5,0,9,RENT,26.42,car, 36 months,1,1,37.2,0.0,1
C,C4,0,11,OWN,17.3,home_improvement, 60 months,1,1,46.9,0.0,1
E,E1,1,1,MORTGAGE,20.46,other, 36 months,1,1,42.4,0.0,1
C,C2,0,9,MORTGAGE,18.37,debt_consolidation, 36 months,0,0,86.5,0.0,1
C,C2,0,4,MORTGAGE,33.49,debt_consolidation, 36 months,0,0,92.7,0.0,1
C,C1,0,8,RENT,20.83,debt_consolidation, 36 months,0,1,43.5,0.0,1
B,B1,0,6,MORTGAGE,16.86,credit_card, 36 months,1,1,60.0,0.0,1
B,B5,0,7,RENT,15.53,debt_consolidation, 36 months,0,0,84.5,0.0,1
F,F2,1,0,MORTGAGE,26.97,credit_card, 60 months,0,0,60.8,0.0,1
A,A2,0,10,RENT,11.46,credit_card, 36 months,1,1,40.1,0.0,1
D,D5,1,1,MORTGAGE,12.08,other, 36 months,1,1,71.1,0.0,1
B,B4,0,11,MORTGAGE,6.45,home_improvement, 36 months,0,1,89.9,0.0,1
B,B4,0,11,MORTGAGE,17.05,debt_consolidation, 36 months,0,0,53.3,0.0,1
C,C5,0,11,MORTGAGE,7.71,debt_consolidation, 36 months,0,0,53.3,0.0,1
D,D4,0,3,RENT,27.47,debt_consolidation, 36 months,1,1,69.6,0.0,1
D,D3,0,11,MORTGAGE,17.17,debt_consolidation, 36 months,0,0,90.4,0.0,1
A,A3,0,11,RENT,24.7,credit_card, 36 months,1,1,36.0,0.0,1
B,B2,0,5,RENT,14.77,debt_consolidation, 36 months,0,0,26.2,0.0,1
B,B2,0,11,MORTGAGE,11.62,debt_consolidation, 36 months,0,1,53.3,0.0,1
C,C5,0,11,MORTGAGE,13.2,debt_consolidation, 36 months,1,1,30.3,0.0,1
B,B2,1,0,MORTGAGE,12.32,medical, 36 months,1,1,14.0,0.0,1
D,D4,0,8,MORTGAGE,16.49,credit_card, 60 months,0,0,88.7,0.0,1
E,E2,0,2,RENT,12.31,credit_card, 60 months,0,0,59.8,0.0,1
A,A3,0,2,MORTGAGE,8.88,credit_card, 36 months,0,1,47.7,0.0,1
D,D4,0,8,MORTGAGE,22.5,debt_consolidation, 36 months,0,0,42.9,0.0,1
B,B5,0,9,MORTGAGE,28.31,credit_card, 36 months,0,0,60.6,0.0,1
D,D4,0,4,RENT,25.4,debt_consolidation, 36 months,1,1,85.9,0.0,1
C,C1,1,1,MORTGAGE,16.01,debt_consolidation, 36 months,1,0,48.0,0.0,1
F,F3,0,6,MORTGAGE,23.89,debt_consolidation, 36 months,1,1,70.0,0.0,1
B,B4,0,6,RENT,14.88,debt_consolidation, 36 months,1,1,74.6,0.0,1
